Country,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
China,35574241636,26372704409,31767217968,30556948607,32919169701,36328355705,38102630453,41340896306,37780136245,39507339670,41223287234,43445582610
